Row,coelomocyte,endocrine,epithelium,excretory,germline,gland,glia,gonad,hypodermis,intestine,mesoderm,muscle,neuron,pharynx,seam,valve,vulva
EX05852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EXC0142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EXC0141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX01211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX17339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX02918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX11135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EXC0203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX05402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX04227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX14818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX01060,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00794,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX11061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EXC0207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX03793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EXC0060,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EXC0202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX05512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX05787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX05100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EXC0135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EXC0063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX01755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX02642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX01697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX02415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX01194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00079,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX01595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX01885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX02763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX06001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX18126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00350,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX18125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX05684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX15519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX05422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX01103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX01205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX01181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX05984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX01185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00078,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX01801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX04677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX15520,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX03479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00940,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX04317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EX00942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RCC0019,150.5901,49.3319,42.3867,72.3359,40.2077,26.6901,37.281,143.5929,161.0195,180.6939,63.8196,37.0704,92.0221,186.1304,242.337,151.2698,38.6039
RCC0020,1,4.9443,4.6803,106.5038,11.9165,1.737,184.9318,162.9793,207.7373,31.8854,1.9813,3.3643,4.0482,7.1377,957.8132,1,8.3208
RCC0145,1,4.9443,4.6803,106.5038,11.9165,1.737,184.9318,162.9793,207.7373,31.8854,1.9813,3.3643,4.0482,7.1377,957.8132,1,8.3208
RM04738,130.7301,146.9956,153.9563,344.9566,130.5396,55.4859,165.2544,123.6118,509.1024,1006.5686,47.1943,231.4206,56.3896,354.8478,333.8242,90.2971,220.963
RM04737,50.72,95.7194,95.0711,239.4528,70.4988,45.1676,142.5178,96.5535,440.7108,457.2501,30.5128,173.5741,41.8261,318.0217,110.6454,82.6812,133.1137
RM03991,59.15,49.3318,82.9672,259.8981,78.4154,30.0068,89.497,74.6497,404.056,295.411,48.1194,299.1129,43.7935,505.2898,203.1183,35.5096,177.6987
RM04740,130.7301,146.9956,153.9563,344.9566,130.5396,55.4859,165.2544,123.6118,509.1024,1006.5686,47.1943,231.4206,56.3896,354.8478,333.8242,90.2971,220.963
RM04739,52.72,101.6637,98.7176,241.4528,77.957,47.9046,145.7722,98.9242,444.3936,783.5465,33.4941,176.9138,46.7613,320.0217,113.7484,86.2044,136.9439
RM03858,59.15,49.3318,82.9672,259.8981,78.4154,30.0068,89.497,74.6497,404.056,295.411,48.1194,299.1129,43.7935,505.2898,203.1183,35.5096,177.6987
RM04170,130.7301,146.9956,153.9563,344.9566,130.5396,55.4859,165.2544,123.6118,509.1024,1006.5686,47.1943,231.4206,56.3896,354.8478,333.8242,90.2971,220.963
RM04741,52.72,101.6637,98.7176,241.4528,77.957,47.9046,145.7722,98.9242,444.3936,783.5465,33.4941,176.9138,46.7613,320.0217,113.7484,86.2044,136.9439
RM04742,59.15,49.3318,82.9672,259.8981,78.4154,30.0068,89.497,74.6497,404.056,295.411,48.1194,299.1129,43.7935,505.2898,203.1183,35.5096,177.6987
RM04744,130.7301,146.9956,153.9563,344.9566,130.5396,55.4859,165.2544,123.6118,509.1024,1006.5686,47.1943,231.4206,56.3896,354.8478,333.8242,90.2971,220.963
RM04743,52.72,101.6637,98.7176,241.4528,77.957,47.9046,145.7722,98.9242,444.3936,783.5465,33.4941,176.9138,46.7613,320.0217,113.7484,86.2044,136.9439
RM03778,59.15,49.3318,82.9672,259.8981,78.4154,30.0068,89.497,74.6497,404.056,295.411,48.1194,299.1129,43.7935,505.2898,203.1183,35.5096,177.6987
RM04746,130.7301,146.9956,153.9563,344.9566,130.5396,55.4859,165.2544,123.6118,509.1024,1006.5686,47.1943,231.4206,56.3896,354.8478,333.8242,90.2971,220.963
RM04745,52.72,101.6637,98.7176,241.4528,77.957,47.9046,145.7722,98.9242,444.3936,783.5465,33.4941,176.9138,46.7613,320.0217,113.7484,86.2044,136.9439
RM04747,59.15,49.3318,82.9672,259.8981,78.4154,30.0068,89.497,74.6497,404.056,295.411,48.1194,299.1129,43.7935,505.2898,203.1183,35.5096,177.6987
RM04749,130.7301,146.9956,153.9563,344.9566,130.5396,55.4859,165.2544,123.6118,509.1024,1006.5686,47.1943,231.4206,56.3896,354.8478,333.8242,90.2971,220.963
RM04748,52.72,101.6637,98.7176,241.4528,77.957,47.9046,145.7722,98.9242,444.3936,783.5465,33.4941,176.9138,46.7613,320.0217,113.7484,86.2044,136.9439
RM01177,118.3,90.775,214.5534,543.2415,102.2484,66.2783,147.1627,177.0991,559.0656,491.5476,95.2575,503.4964,77.5168,857.1376,288.5805,96.9129,280.3594
RM06985,59.15,41.4432,48.3915,130.9491,29.2912,30.3753,45.2781,55.3754,75.56,107.8927,21.6253,35.5729,12.2282,69.5145,52.1263,30.9401,97.1701
RM03776,59.15,41.4432,48.3915,130.9491,29.2912,30.3753,45.2781,55.3754,75.56,107.8927,21.6253,35.5729,12.2282,69.5145,52.1263,30.9401,97.1701
RM04753,59.15,41.4432,48.3915,130.9491,29.2912,30.3753,45.2781,55.3754,75.56,107.8927,21.6253,35.5729,12.2282,69.5145,52.1263,30.9401,97.1701
RM03856,59.15,41.4432,48.3915,130.9491,29.2912,30.3753,45.2781,55.3754,75.56,107.8927,21.6253,35.5729,12.2282,69.5145,52.1263,30.9401,97.1701
RM03989,59.15,41.4432,48.3915,130.9491,29.2912,30.3753,45.2781,55.3754,75.56,107.8927,21.6253,35.5729,12.2282,69.5145,52.1263,30.9401,97.1701
RM01278,59.15,41.4432,48.3915,130.9491,29.2912,30.3753,45.2781,55.3754,75.56,107.8927,21.6253,35.5729,12.2282,69.5145,52.1263,30.9401,97.1701
RC07758,58.15,56.2205,28.893,129.9491,131.9979,14.6349,32.8313,36.2129,116.2681,422.3647,10.8126,93.2075,13.1926,50.1014,32.4975,227.9511,55.9058
RC07759,12.43,44.3875,20.5638,71.3359,50.1242,16.1089,22.3254,36.9542,65.3049,342.9452,18.6627,12.6638,15.9021,7.1377,17.7905,100.0055,55.9058
RC07760,58.15,44.3875,34.4135,24.4453,11.9165,4.6851,28.9112,25.4637,79.8486,510.6087,16.7002,15.7374,9.2865,43.9638,23.7959,16.2316,61.3964
RC07761,58.15,60.1648,39.934,36.1679,22.833,29.3753,27.9704,30.2823,50.5208,120.1293,47.1194,23.3032,45.7514,7.1377,54.1903,49.7412,77.8682
RCC0124,12.43,44.3875,20.5638,24.4453,11.9165,4.6851,22.3254,25.4637,50.5208,120.1293,10.8126,12.6638,9.2865,7.1377,17.7905,16.2316,55.9058
RC01274,1,1,1.0969,1,11.9165,1.3685,1.1568,1,1.3606,3.2061,1,93.1286,1.2935,1,1,1,1
RM00238,59.15,41.4432,131.5862,283.3434,23.833,36.2715,57.6657,102.4494,155.0096,196.1366,47.1381,204.3835,33.7233,351.8478,85.4622,61.4033,102.6607
RM03026,130.7301,146.9956,153.9563,344.9566,130.5396,55.4859,165.2544,123.6118,509.1024,1006.5686,47.1943,231.4206,56.3896,354.8478,333.8242,90.2971,220.963
RM01975,25.86,22.7216,26.341,96.7811,13.9164,20.32,47.5326,49.3327,157.2116,148.6025,12.8126,49.5765,10.3606,88.9275,24.3252,31.94,48.7549
RC01280,716.6605,378.7661,403.8287,230.7302,286.3705,163.8798,752.9787,151.8168,902.86,191.1062,707.641,877.4295,382.1776,1217.1231,282.1632,350.7115,154.4156
RM01282,105.87,160.7729,101.8845,296.0661,73.9572,55.697,252.4761,122.3531,616.2405,567.7611,51.0819,489.2563,86.5194,352.8479,224.5855,86.7739,250.0762
RM03990,105.87,160.7729,101.8845,296.0661,73.9572,55.697,252.4761,122.3531,616.2405,567.7611,51.0819,489.2563,86.5194,352.8479,224.5855,86.7739,250.0762
RM03857,82.01,132.1626,79.19,189.5623,40.2077,44.7472,224.5057,77.615,502.9773,474.105,40.2693,383.5181,77.2104,247.5073,185.715,70.5423,212.4723
RM04754,82.01,132.1626,79.19,189.5623,40.2077,44.7472,224.5057,77.615,502.9773,474.105,40.2693,383.5181,77.2104,247.5073,185.715,70.5423,212.4723
RM03777,84.01,138.1069,83.4176,484.6284,42.2077,47.8527,289.0707,81.839,1234.4475,1843.8858,47.1756,490.7292,81.965,267.9203,687.9983,74.0655,216.3025
RM04751,84.01,138.1069,83.4176,484.6284,42.2077,47.8527,289.0707,81.839,1234.4475,1843.8858,47.1756,490.7292,81.965,267.9203,687.9983,74.0655,216.3025
RM01175,84.01,138.1069,83.4176,484.6284,42.2077,47.8527,289.0707,81.839,1234.4475,1843.8858,47.1756,490.7292,81.965,267.9203,687.9983,74.0655,216.3025
RM01923,46.72,20.7216,25.9875,71.3359,50.1242,11.6868,54.4704,30.2823,103.1667,87.0378,32.4004,56.0092,23.2854,25.5507,81.6434,28.4169,43.0945
RC01923,130.7301,87.8307,112.3105,180.8396,146.9144,58.0654,138.1272,191.8136,790.7219,230.022,42.288,375.0908,118.1428,643.3187,333.3339,111.6213,156.9061
RCC0055,716.6605,378.7661,403.8287,230.7302,286.3705,163.8798,752.9787,151.8168,902.86,191.1062,707.641,877.4295,382.1776,1217.1231,282.1632,350.7115,154.4156
RCC0056,716.6605,378.7661,403.8287,230.7302,286.3705,163.8798,752.9787,151.8168,902.86,191.1062,707.641,877.4295,382.1776,1217.1231,282.1632,350.7115,154.4156
RC01704,23.86,474.3186,55.4301,36.1679,39.2077,34.9029,476.7452,48.8154,223.6032,78.2134,44.1756,26.2191,36.6069,154.442,127.4802,58.8802,57.736
RCC0101,716.6605,378.7661,403.8287,230.7302,286.3705,163.8798,752.9787,151.8168,902.86,191.1062,707.641,877.4295,382.1776,1217.1231,282.1632,350.7115,154.4156
RCC0102,716.6605,378.7661,403.8287,230.7302,286.3705,163.8798,752.9787,151.8168,902.86,191.1062,707.641,877.4295,382.1776,1217.1231,282.1632,350.7115,154.4156
RC01998,1,1,2.6465,1,6.4582,1.3685,1.3136,2.112,1.3606,78.2134,1,2.0245,1.858,7.1377,1.1226,2.5232,1
RCC0127,716.6605,378.7661,403.8287,230.7302,286.3705,163.8798,752.9787,151.8168,902.86,191.1062,707.641,877.4295,382.1776,1217.1231,282.1632,350.7115,154.4156
RCC0128,716.6605,378.7661,403.8287,230.7302,286.3705,163.8798,752.9787,151.8168,902.86,191.1062,707.641,877.4295,382.1776,1217.1231,282.1632,350.7115,154.4156
RCC0129,716.6605,378.7661,403.8287,230.7302,286.3705,163.8798,752.9787,151.8168,902.86,191.1062,707.641,877.4295,382.1776,1217.1231,282.1632,350.7115,154.4156
RC00238,46.72,16.7773,29.2804,12.7226,11.9165,14.6349,30.0089,38.8075,52.3237,102.4805,17.6815,46.2368,17.031,62.3768,20.1191,23.8474,17.4718
RCC0130,716.6605,378.7661,403.8287,230.7302,286.3705,163.8798,752.9787,151.8168,902.86,191.1062,707.641,877.4295,382.1776,1217.1231,282.1632,350.7115,154.4156
RCC0147,716.6605,378.7661,403.8287,230.7302,286.3705,163.8798,752.9787,151.8168,902.86,191.1062,707.641,877.4295,382.1776,1217.1231,282.1632,350.7115,154.4156
RCC0148,716.6605,378.7661,403.8287,230.7302,286.3705,163.8798,752.9787,151.8168,902.86,191.1062,707.641,877.4295,382.1776,1217.1231,282.1632,350.7115,154.4156
RCC0149,716.6605,378.7661,403.8287,230.7302,286.3705,163.8798,752.9787,151.8168,902.86,191.1062,707.641,877.4295,382.1776,1217.1231,282.1632,350.7115,154.4156
RCC0150,716.6605,378.7661,403.8287,230.7302,286.3705,163.8798,752.9787,151.8168,902.86,191.1062,707.641,877.4295,382.1776,1217.1231,282.1632,350.7115,154.4156
RCC0151,716.6605,378.7661,403.8287,230.7302,286.3705,163.8798,752.9787,151.8168,902.86,191.1062,707.641,877.4295,382.1776,1217.1231,282.1632,350.7115,154.4156
