Row,coelomocyte,endocrine,epithelium,excretory,germline,gland,glia,gonad,hypodermis,intestine,mesoderm,muscle,neuron,pharynx,seam,valve,vulva
RM00258,0.11584408063384,0.100077946018916,0.0482961892454588,0.224785748919777,0.0448767321588716,0.0139634696608333,0.606447958322692,0.0963419023048431,0.320906412331024,0.0674998658701531,0.25142162566982,0.186527194399461,0.139748832567973,1,0.225113286972968,0.0591579941087358,0.0543307262242036
RM00261,0.0150311379535288,0.0105692334781115,0.214115221295078,0.000629972252872122,0.0109455789019773,0.00155855135360563,0.00230928928735334,0.00156396911498033,0.004415979498183,0.0131380083364228,0.100773322439013,0.00142436726374387,1,0.000629972252872122,0.00132483164779007,0.011185031355294,0.00293592268728524
RC00765,0.00682116607834109,0.00682116607834109,0.0107849456864651,0.00682116607834109,0.00682116607834109,0.00682116607834109,0.276358179430774,0.0447461673573097,0.0797905902013949,1,0.0135147763510172,0.012734434951655,0.0126737265735578,0.00682116607834109,0.031064954553981,0.0276004843027916,0.00682116607834109
RC01961,0.474710311027356,0.208265735994361,0.358909330984652,0.0782326764118885,0.364157378288408,0.0794165820995346,0.146280197435131,0.258384341781438,0.277890499792263,0.114673236086085,0.287730281032072,0.283991631492137,0.895649659022454,1,0.119443703706285,0.486940450322797,0.212473151515537
RC02058,0.755839054319471,0.540497893015026,0.796963266100345,0.417219509525518,0.392710987333767,0.755462046907019,1,0.410162782071473,0.886709272558117,0.39617702322244,0.329315974776988,0.547220178409637,0.332654314606605,0.434026743203225,0.38126394775407,0.523909566867129,0.505968270569707
RC02059,0.00916600365906866,0.00916600365906866,0.105928754486759,0.00916600365906866,0.309348040491738,0.0733436114787697,0.134208625576083,0.600329242851434,0.0906930232046549,1,0.0811200489831236,0.108853626254368,0.0600776543829996,0.00916600365906866,0.0979121676865373,0.260469409379388,0.059492863349551
RC01201,0.81889800322547,0.48084094257968,0.506396407894279,0.839269512350764,0.149861351216513,0.356702131362471,0.558082817993015,0.565076749933286,0.558718629987585,0.535126292218265,0.387525090208727,0.31397974219448,0.31399134460314,0.450475118634629,0.333195651417234,0.553374560558772,1
RC00293,0.029365212207706,0.029365212207706,0.126061919486461,0.373601848833761,0.029365212207706,0.061828454303325,0.0523875385785475,0.149095991942186,1,0.353278185464807,0.231068981819997,0.228390874466654,0.132134645371015,0.029365212207706,0.173322292013543,0.029365212207706,0.0831094235902496
RC02335,0.540499207160508,0.874200117517326,0.123369044648535,0.0804913190112446,0.300160177724832,0.154643946650354,0.118354435474134,0.349010359232757,0.124029073464427,0.258063217881951,0.159473425791028,0.486477458406111,0.317663015043827,0.327507103358903,0.119952188156507,1,0.375121743120005
RC00416,0.0276144688771129,0.354376479099989,0.292387519364646,0.675043976041687,0.329067818374115,0.109024684573729,0.27442983025386,1,0.45910435231644,0.514976707195502,0.190197415838002,0.132077243192343,0.116776065987535,0.875058335565503,0.308517130635768,0.195858381957811,0.381394475449357
RC08193,0.0315572891026369,0.156028704510168,0.422769846379117,0.0315572891026369,0.376052435591573,0.368803726284697,0.24928364953737,0.522834854394668,0.255348960502897,0.518887037527928,0.186386816626904,0.168342358718017,0.13487269789576,1,0.213333585791646,0.464160386766135,0.666871789045834
RC01206,0.146806732734604,0.904062124039617,0.248602156109792,0.907879511303765,0.1277115521529,0.396327829503972,0.335275543812064,0.208279770173559,1,0.20941011723928,0.0997228750564585,0.17997368903001,0.310984712195794,0.260215080991031,0.31622158453518,0.137800172069504,0.16032997065632
DMN0085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RC02918,0.0793944813490036,0.157549501788452,0.195374936126725,0.268454586101175,1,0.0899473045477772,0.123069430250383,0.191055505876341,0.0965955544200306,0.105024910577414,0.153677184466019,0.149096831885539,0.160557294328053,0.182802439959121,0.0983686765457333,0.288526443536025,0.415539090444558
RM02918,0.0100757291805208,0.129301832573623,0.263794680821051,0.128189472072094,1,0.106614313177845,0.199666694878708,0.264034483175547,0.120282039811221,0.0323037953256677,0.178154005505378,0.220503302824025,0.255546688913877,0.504808137964945,0.124917882807179,0.378403077530721,0.710816496789873
RC03659,0.781058331777245,0.275065207858233,0.30754704386818,0.40464443868011,1,0.246645396836394,0.198571975365075,0.387403540108642,0.148091334093212,0.30669112471832,0.224016770269779,0.305436818718352,0.218304164769083,0.0603089251328449,0.17568860089749,0.388106103556923,0.974946409997947
RM03659,0.250401435520558,0.153340329423669,0.239985014503131,0.256675406419967,1,0.0744874595616689,0.158314592529548,0.158328527540942,0.0858852269584587,0.0763027627767976,0.199950262728561,0.118137810831148,0.184218706788066,0.00535961976713524,0.0999483332654448,0.274757155628351,0.280015478581887
RC03662,0.0748475191472937,0.0838775927568717,0.129298995740531,0.0576978824549167,1,0.0410683207941979,0.0514256692241537,0.21981995110753,0.0576481502800144,0.0877871484583974,0.03031105633469,0.0776058670964509,0.0533962660237961,0.017167026701248,0.0469521029856912,0.0822330721671825,0.289067779049373
RM03662,0.424400352184701,1,0.36749406355333,0.434811145400699,0.40613299419251,0.109552565345381,0.346900152079757,0.268322053343531,0.302133563379906,0.213987780258091,0.262141033964479,0.340201527912416,0.20935601782268,0.345301091238961,0.370941204720698,0.315806511859553,0.831634368246458
RC08218,0.0748475191472937,0.0838775927568717,0.129298995740531,0.0576978824549167,1,0.0410683207941979,0.0514256692241537,0.21981995110753,0.0576481502800144,0.0877871484583974,0.03031105633469,0.0776058670964509,0.0533962660237961,0.017167026701248,0.0469521029856912,0.0822330721671825,0.289067779049373
RC05577,0.165740131803066,0.20687964238611,0.253061635037899,0.106883264137561,1,0.115436514282969,0.136741198247503,0.344714717148383,0.129156497673114,0.29844917320076,0.195321772893952,0.172344090771849,0.21533948003124,0.144851769960691,0.124408238086051,0.217537811443731,0.526823372560607
RM05577,0.0834640937468701,0.41267151871265,0.301722698894935,0.0834640937468701,0.0834640937468701,0.237255032884853,0.201248622842453,0.702200113511168,0.16372316629386,0.26759423096184,0.0834640937468701,0.254490368243582,0.273803959536607,0.0834640937468701,0.216447434313758,0.33772076252796,1
RC03654,0.875693035433041,0.522452240143466,0.350013025661093,0.897835578323138,0.895837949966328,0.393223629522093,0.287096380163377,0.567745868811595,0.295351730683377,0.320823654168158,0.159309780487884,0.321756529315304,0.279287469314029,0.342541376742115,0.283721598924221,0.455361978257415,1
RM03654,0.875693035433041,0.522452240143466,0.350013025661093,0.897835578323138,0.895837949966328,0.393223629522093,0.287096380163377,0.567745868811595,0.295351730683377,0.320823654168158,0.159309780487884,0.321756529315304,0.279287469314029,0.342541376742115,0.283721598924221,0.455361978257415,1
RC03661,0.151428052844354,0.148105693930351,0.168057910809484,0.104224919302326,1,0.102425543991114,0.120250850502989,0.219978854946149,0.111518613566959,0.146210996124422,0.0726490164807806,0.11486142982001,0.106448675583165,0.0288914211495806,0.0923294119080865,0.171235109668748,0.515993068879425
RM03661,0.0199504430993412,0.492095634444041,0.193850475419059,0.0199504430993412,1,0.0567111295541874,0.0793887982252086,0.227006116805854,0.0583171402236844,0.812178548485562,0.215716161055937,0.137871527126617,0.228063490290119,0.142400277710168,0.0786326764317435,0.293441092326661,0.312056850782656
RC03650,0.473167449437264,0.397489955206559,0.422753946805087,0.485131836636234,0.260887189332748,0.830214224677454,0.265032437133523,0.76574823270628,0.218560920891009,0.212008660805184,0.303874057360604,0.347855621316982,0.315495002864935,0.471880711251395,0.203413857171477,0.459565289259095,1
RM03650,0.473167449437264,0.397489955206559,0.422753946805087,0.485131836636234,0.260887189332748,0.830214224677454,0.265032437133523,0.76574823270628,0.218560920891009,0.212008660805184,0.303874057360604,0.347855621316982,0.315495002864935,0.471880711251395,0.203413857171477,0.459565289259095,1
RC05578,0.194840831217819,0.419286536934732,0.225828197758199,0.329132486244094,1,0.158115901860733,0.147502625299384,0.476210536311949,0.140235708267678,0.310025496598429,0.200557965837429,0.293135242394361,0.195878804475652,0.344390693134249,0.165213320067888,0.31667570292322,0.824006112999953
RM05578,0.237775507783657,1,0.469328298537384,0.0191291639407608,0.750010521040167,0.160114928016956,0.496055566395415,0.238932822202073,0.308834613074401,0.272334255359035,0.582251579112483,0.376421775109897,0.564207038767164,0.253947302979176,0.330940274924344,0.747548597640991,0.719331167911975
RC03652,0.295431406060434,0.165393830640327,0.199932124443939,0.302865201990745,0.310117623867809,0.203535727132136,0.069609024603873,0.276254021220256,0.108281325890054,0.363739313156274,0.114757446497195,0.164437171418294,0.0998329529728071,0.348088307317757,0.119649465429191,0.136634104012177,1
RM03651,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RM03905,0.0518083711966179,0.140101153032489,0.267569513882053,0.0518083711966179,0.140101153032489,0.183364839319471,0.173666841088183,0.343783144884485,0.190621628816005,0.0518083711966179,0.140101153032489,0.247794258596304,0.269781258439103,0.3697926110901,0.140701174495775,0.130722882203306,0.612178922690964
RC03648,0.347091695504301,0.35906680475052,0.213931660379097,0.181608746235259,0.372382139636059,0.196332655296046,0.176344423130928,0.558172776183804,0.207451922005405,0.302440785651562,0.167809028247261,0.277341271669086,0.187081829541723,0.144222840000535,0.218667025248841,0.369536760368547,1
RM03648,0.0296300685936088,0.14649994814738,0.196071052904487,0.0296300685936088,1,0.0951451132609372,0.099322952932636,0.183389383546423,0.18989318360272,0.0296300685936088,0.087779078208566,0.190755418598794,0.161424613697981,0.575208521607728,0.12767892857672,0.119892146550319,0.409232729373769
RC03646,0.389172856047949,0.924473557970655,0.583504540717582,0.5281303933083,0.853726586494191,0.275180167513054,0.534980894248424,0.477015201892379,0.330474914396308,0.473270143748036,0.238273259115897,0.424721133221952,0.266249813905017,0.687882046107444,0.288097089198771,0.699712724485689,1
RM03646,0.0387220185013804,0.0387220185013804,0.48500102613349,0.0387220185013804,0.4614309334717,0.224223720334094,0.45160328517605,0.555420888980101,0.29005115178644,0.551269888596753,0.798653248196522,1,0.735540230241122,0.514050284413226,0.574987124928848,0.215662282043438,0.463936248068739
RC03664,0.0786002861050414,0.0786002861050414,0.276523666546146,1,0.507616367723579,0.339285995001022,0.238826969330168,0.369940106581988,0.163630075613475,0.425400468457705,0.0786002861050414,0.233458569789194,0.32351091757974,0.561025262131954,0.22309905208055,0.557480389228617,0.222454529734488
RM03664,1,0.0419111483654652,0.0825020955574183,0.0419111483654652,0.270670578373847,0.0727996647108131,0.179920368818106,0.243864207879296,0.424765297569153,0.781592623637888,0.86443000838223,0.329274937133277,0.116668063704946,0.299149203688181,0.11382229673093,0.0419111483654652,0.885670578373848
RC03660,0.356721036972805,0.368995360400136,0.20941232440918,0.891252410782364,0.4229700838728,0.199543733857926,0.152051538874736,0.271309654645211,0.144501689469386,0.240637332650064,0.102973672013994,0.147798748797396,0.129139411752665,0.106712814149237,0.151527792777245,0.329599348352564,0.51088255452571
RM03660,0.0227459864706872,0.650769496722303,0.491977490571789,0.556032463071891,0.39520469113225,0.274209690700076,0.243880192340062,0.275679081426082,0.282473307584877,0.173285748729637,0.379862523257771,0.424289984032318,0.425393164376146,1,0.407451130248068,0.577079324353218,0.772078391767773
RC03655,0.409343081287015,0.0491866551147086,0.115481206309268,0.0580255646415135,1,0.0592311618025802,0.0652764755450586,0.116752554683884,0.0465964845650806,0.0861592508634298,0.267904387766002,0.0878647471426706,0.0685103908280618,0.0606494415894228,0.071320602442527,0.132532133828643,0.245655316472222
RM03655,0.409343081287015,0.0491866551147086,0.115481206309268,0.0580255646415135,1,0.0592311618025802,0.0652764755450586,0.116752554683884,0.0465964845650806,0.0861592508634298,0.267904387766002,0.0878647471426706,0.0685103908280618,0.0606494415894228,0.071320602442527,0.132532133828643,0.245655316472222
RC03663,0.215330901174161,0.415245720687326,0.251940815426211,0.220687631073305,0.405760543983579,0.4355761550773,0.119001899476042,0.424514285121544,0.0985109889539946,0.302245506515758,0.119862856975495,0.3595470789988,0.218957783794107,0.118453351785038,0.160900814157046,0.33139053483705,1
RM03663,0.215330901174161,0.415245720687326,0.251940815426211,0.220687631073305,0.405760543983579,0.4355761550773,0.119001899476042,0.424514285121544,0.0985109889539946,0.302245506515758,0.119862856975495,0.3595470789988,0.218957783794107,0.118453351785038,0.160900814157046,0.33139053483705,1
RC03657,0.261511690048979,0.229296946771332,0.188669920511618,0.186188716597144,0.564728863833075,0.142189259934125,0.100432903914142,0.314077969555997,0.0662566931581322,0.175298551258722,0.0823735924241902,0.16432202540922,0.10417857255865,0.173425367298771,0.069024250346185,0.201456171079124,1
RM03657,0.808504301407838,0.203640445834336,0.0717252597454666,0.0229102947409418,0.273010527280433,0.0820096910546754,0.0767975990011111,0.184258336483499,0.0697228999851083,0.123995097196925,0.270201725145194,0.187216055534554,0.321903387287077,0.0229102947409418,0.0650285805926893,1,0.358353666219916
RC03656,0.42161612898277,0.578541796579242,0.322794434161736,0.961124141223355,0.353822746154061,0.228511068777033,0.306186079628776,0.537529881772412,0.436391644564608,0.486829459344094,0.168418136352028,0.433613057104981,0.185683461222958,0.452130957290611,0.45806264139978,0.806263237546216,1
RM03656,0.0575549505890749,0.0575549505890749,0.603832008610221,0.0575549505890749,1,0.206023701128653,0.238053031131473,0.441555825424324,0.299682872222254,0.311498903578191,0.170506541120134,0.334244620050994,0.353847836221633,0.764064991050205,0.339706584861897,0.408214242548073,0.794914444565949
RC03658,0.093617726362089,0.245188063928179,0.142478196032356,0.272401976290539,0.213077861629536,0.129651889677196,0.0972871194661605,0.281116031753205,0.117974151565819,0.505994396493289,0.125779143507012,0.230118095410246,0.0711321493665929,0.0537582659255577,0.20968186542546,0.191081085152214,1
RM03658,0.093617726362089,0.245188063928179,0.142478196032356,0.272401976290539,0.213077861629536,0.129651889677196,0.0972871194661605,0.281116031753205,0.117974151565819,0.505994396493289,0.125779143507012,0.230118095410246,0.0711321493665929,0.0537582659255577,0.20968186542546,0.191081085152214,1
RC03038,0.443542017931669,0.231903994656773,0.230180017215784,0.398527637858218,1,0.225819453067797,0.131196938392637,0.420965734448937,0.0936129826585047,0.237672817582747,0.202545037891038,0.302773718004696,0.155061526754038,0.122596243811578,0.108295819750553,0.289824454665583,0.84782792277272
RM03038,0.343674916154933,0.463872660563649,0.268652589727355,1,0.631305660544295,0.180483246193448,0.361480760563925,0.386342585552382,0.217076468360065,0.393625286510967,0.624526168232051,0.282590363277934,0.493984997746621,0.027648826722038,0.230964474022545,0.280331454134744,0.989100832506172
RC03665,1,0.138522535916481,0.135525679841112,0.398510329226332,0.189124815078003,0.248104653984455,0.0769161862984248,0.281726531368052,0.0677511412854193,0.109918370266482,0.0985205571759094,0.144190023270257,0.0715882936103392,0.211834874099289,0.0935302536732043,0.301969849609032,0.275849137075248
RM03665,0.0482588217126091,1,0.272604432090186,0.0482588217126091,0.838482549610069,0.119392324916995,0.222304262219134,0.423900664041387,0.193271755076828,0.36765018145317,0.56915971739634,0.367732221450081,0.417641494865261,0.0482588217126091,0.373557061230793,0.489296193344143,0.754845185699946
RCC0181,0.0748475191472937,0.0838775927568717,0.129298995740531,0.0576978824549167,1,0.0410683207941979,0.0514256692241537,0.21981995110753,0.0576481502800144,0.0877871484583974,0.03031105633469,0.0776058670964509,0.0533962660237961,0.017167026701248,0.0469521029856912,0.0822330721671825,0.289067779049373
RC01595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RC03058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RC03057,0.174398824009121,0.282071593119622,0.248581305173269,0.330426686266515,0.238609536226389,0.0977529432236382,0.207195672104239,0.0933585603461485,0.250731747857998,1,0.127911083869862,0.1109153146321,0.145892472671458,0.105674259876324,0.146926139565808,0.203986889571652,0.406234985209214
RC03866,0.0171075471655075,0.0845848454504189,0.0226304336421056,0.418199122724981,0.0793584897913564,0.0171075471655075,0.0618164109278449,0.0192214697435921,1,0.256133625910407,0.022703425843345,0.0229497745225284,0.0420862767818651,0.0171075471655075,0.0842010661423394,0.0344796910605083,0.0379810357137155
RC07034,0.00700051658396025,0.00819302190098148,0.183672842855513,0.00603252199024335,0.00749644767491644,0.00152100394136677,0.0725714827346553,0.00219388054171588,0.0666869252230113,0.00708909617221527,0.00729695057252663,0.0425600374127237,0.00490443245296023,1,0.00219679904029278,0.0031506284753594,0.00522807986253318
RC07041,0.0313623162952323,0.0932135083768747,0.0404746372948121,0.215186260796477,0.0313623162952323,0.0371408230726289,0.0485739554780558,0.0313623162952323,0.0520959435980104,1,0.046750236785488,0.03877793598324,0.0430463472310211,0.0313623162952323,0.0486602018478677,0.0313623162952323,0.0313623162952323
RCC0078,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RC02265,0.112325454030309,1,0.243995762966136,0.49354475205604,0.418405005138676,0.120664313434162,0.296804677904149,0.330400338172728,0.25282057475691,0.46462821129263,0.151007567868122,0.221103208766968,0.369454654698451,0.143663021359117,0.245379559387977,0.466593859263327,0.959567963831014
RC02266,0.0129111890946932,0.216614892798397,0.0179129837499774,0.0129111890946932,0.0129111890946932,0.0129111890946932,0.0270825102450285,0.017697366892096,0.0129111890946932,0.041394563356496,0.0762573561499867,0.0159633941966787,1,0.0129111890946932,0.0129111890946932,0.0522425444338573,0.0129111890946932
RC07050,0.039577196806516,0.117629365488487,0.0501195726058517,0.039577196806516,0.255599431275682,0.0468692953181166,0.0566428840694857,0.0542474742327713,0.0562273235030173,1,0.0492864726130745,0.0645296299631042,0.0547689038006972,0.039577196806516,0.0504915982558329,0.0847891970083597,0.0576857432053374
RC07109,0.0403716112120652,0.0652967974760979,0.093645604589678,0.0764905255974953,0.76077610890415,0.0536461456834992,0.376035255268525,0.0238399925449296,1,0.377387388606067,0.0207608680948537,0.0282814709936136,0.022844981129353,0.0244625510469414,0.467642138583146,0.0197484214339287,0.193070091189339
DMN0063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DMN0064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DMN0065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DMN0066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DMN0067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DMN0068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RC00551,0.00446021974610645,0.00446021974610645,0.00705205344056891,0.213602599772886,0.0288049911643047,0.00610381072254668,0.0275400728443089,0.00446021974610645,1,0.132376199910617,0.0132134009978404,0.00797531892801295,0.021076768410226,0.00446021974610645,0.203982797824483,0.00446021974610645,0.00446021974610645
RM00471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RC00471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RM00667,0.243453883371122,0.102051852042667,0.0591664213830449,0.101120055810646,0.0136363617168361,0.0674719289258858,0.0113819342594849,0.101507512435563,0.244482596546378,0.663566239457907,0.238310317494838,0.108943723561628,0.0940763688620853,1,0.0292832749227515,0.188646824101449,0.0716710296886791
RMC0015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RM01248,0.0543866948389746,0.376165574853768,0.296687578350832,0.0543866948389746,0.351242871943808,0.144576150890446,0.143931668556604,0.437410431911937,0.168783668763274,0.654299132260284,0.187805415283205,0.144396674797478,0.243497390798315,0.221291303295562,0.174366462988495,0.137225789082959,1
RM01253,0.493389677264545,0.100503485547956,0.0382912294717016,0.00105059166170612,0.012519375536721,0.0250540897117029,0.00138005720681716,0.0501167942750319,0.00231340283907688,0.0103214327212656,1,0.285789192899765,0.0715026381407217,0.104221739557066,0.00246689428085215,0.023453723433426,0.04335192950614
RM00245,0.379196520289002,0.349804223275725,0.428055814633182,0.262668537756326,0.186693844745404,0.228529031259805,0.0309643131911821,0.321404778585336,0.234178833763856,0.0581549279429905,0.66446319354603,0.58573774085265,0.470498102405625,1,0.0542028599304574,0.534476904363822,0.443391299862892
RM03313,0.0786002861050414,0.0786002861050414,0.0786002861050414,1,0.0786002861050414,0.0786002861050414,0.140222910411394,0.0786002861050414,0.248652005093299,0.945600741986701,0.155730746859919,0.0847939886501187,0.128291386980649,0.0786002861050414,0.107501611305865,0.198324241900241,0.0786002861050414
RM00239,0.0786002861050414,0.0786002861050414,0.0786002861050414,1,0.0786002861050414,0.0786002861050414,0.140222910411394,0.0786002861050414,0.248652005093299,0.945600741986701,0.155730746859919,0.0847939886501187,0.128291386980649,0.0786002861050414,0.107501611305865,0.198324241900241,0.0786002861050414
RC01252,1,0.0771793949838091,0.0786507957789018,0.035307285028006,0.0797022487792694,0.1163719888698,0.168808034452188,0.540375478511404,0.57114842525911,0.0571352804075246,0.333756307398408,0.354162518740883,0.106091607737089,0.0494330704771211,0.202559464628847,0.0427160171129254,0.192173515925818
RC00670,0.406522552697083,0.326024079398356,0.132263768884566,0.184999914527898,0.272717743005309,0.107469654225084,0.109823315743975,0.264654121245779,0.289801850237902,0.345661612698922,0.217700834363119,0.26580947802258,0.525069815166933,1,0.150172646582183,0.349275881764817,0.346714261677149
RM03291,0.0543866948389746,0.376165574853768,0.296687578350832,0.0543866948389746,0.351242871943808,0.144576150890446,0.143931668556604,0.437410431911937,0.168783668763274,0.654299132260284,0.187805415283205,0.144396674797478,0.243497390798315,0.221291303295562,0.174366462988495,0.137225789082959,1
RM03293,0.0543866948389746,0.376165574853768,0.296687578350832,0.0543866948389746,0.351242871943808,0.144576150890446,0.143931668556604,0.437410431911937,0.168783668763274,0.654299132260284,0.187805415283205,0.144396674797478,0.243497390798315,0.221291303295562,0.174366462988495,0.137225789082959,1
RM05051,0.379196520289002,0.349804223275725,0.428055814633182,0.262668537756326,0.186693844745404,0.228529031259805,0.0309643131911821,0.321404778585336,0.234178833763856,0.0581549279429905,0.66446319354603,0.58573774085265,0.470498102405625,1,0.0542028599304574,0.534476904363822,0.443391299862892
RMC0016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RM05052,0.256149201766003,0.096152551123482,0.328199079428802,0.453062181087413,0.244773939045238,0.162407508704194,0.197006903102556,0.133779658353723,0.210633530671726,0.182140363479126,0.249303989338765,0.369916892221575,0.138331417445722,1,0.131820550050742,0.133418140403648,0.173230747692369
