Row,energy,lipid,pro_modi,pro_syn,nucl_acid
R11F4.1,0.000140587064980766,0.00104711118537086,0.00113855673019128,0,0.0012363636070947
R12E2.11,0,0,0,0,1
R151.2,0,0,0,0,1
R53.4,1,1,1,1,1
T01B11.2,0.00016690860402564,0.00103419773624458,0.00582683848013648,0,0.00301745949294511
T01D1.4,0,0,0,0,0
T01G1.4,0,0,1,0,0
T02G5.7,1,1,1,0.00383919730857687,0.00611204176446223
T02H6.11,1,1,1,1,1
T03D8.6,0,0,0,0,0
T03F6.3,0.000355235382587991,0.00953211105896393,0.00891341267000742,0,0.011376992342823
T03G6.3,0,0,0,0,0
T04A8.7,0,0,0,0,0
T05C3.6,0.000166908604024554,0.00428077775266799,0.00147521453020308,0,0.00205108357890483
T05E7.1,0,1,0,0,0
T05G5.5,0,1,0,0,0
T05H4.4,0.000287579805148468,0.0440227650000612,0.00258436400908753,0.000474500411305828,0.000121406870953509
T05H4.7,0,0,0,0,0
T07F10.1,0,0,0,0,0
T08H10.1,0,0,0,0,0
T09B4.8,0.00197491561458868,0.0255153869721775,0.0257496968003607,0.00165245626915647,0.00760412601963114
T12A2.1,0.000480222972242805,0,0.00364511955578294,3.62836977168793e-05,0.00965292176131552
T12B3.3,0.0577563651894971,1,1,0.000646962172471813,0.0084615687460444
T13G4.4,0,0,0,0,0
T15H9.6,0,0,0,0,1
T19B4.3,0,0,0,0,0.0112861968765373
T19H12.6,0,0,0,0,0
T19H5.6,0,0,0,0,0
T20B3.1,0,6.22507670047145e-05,7.22408268005614e-05,0,0
T20D3.8,0,0,0,0,0
T20H4.5,1,0.223631946304109,0.192760288301746,0.216368161511016,0.163691561727608
T21C9.6,0,0,0.00663874069938013,0,0.000136134561353962
T21F4.1,0.00251604819103591,0.0112976601116174,0.0177940183165149,0.00132282477624147,0.0152298378583617
T22D1.3,0,0,0,0,0.0147172003937634
T22F3.3,0.00106744850349918,0.0220070011470383,0.0309657693810493,0.000213653732679239,0.0226244139662411
T22G5.1,0.0577563651894971,1,1,0.000646962172471813,0.0084615687460444
T24C12.3,0,0,0,0,0
T24C4.5,0,0,0,0,1
T25B9.1,0.00122313694280893,0.000729953337509443,0.00046228899057856,0.00093178705453014,0.0047618282476856
T25B9.9,2.25353166708966e-05,0.163634791708174,0.0366037802293494,0,0.00101131824273143
T25C8.1,0.00141197646507132,0.00273457998493915,0.00135872224979456,0.00120837368790404,0
T25D3.3,8.6168540697908e-07,1.27828648795895e-05,2.17921179670034e-05,0,6.18174164722672e-06
T25G3.4,0,0.00170170115299863,0.000208835255739178,0,0.000303444935652867
T26A5.8,0,0,0,0,1
T26E3.7,1,1,1,1,1
T26F2.1,0,0,0,0,0
T27A3.6,0,0,0,0,0
T27E9.2,1,1,1,1,1
T27F6.6,0,0,0,0,0
T28D9.3,0,1,0,0,0
T28F3.5,0,1,0,0,0
W02F12.2,0,0,0,0,0
W02H5.8,0,0,0,0,0
W03D8.8,0,1,0,0,0
W06B4.2,0.000263289258982681,0.000907333449010575,0.000750692281884925,0,0.000775107659935077
W06E11.1,0,0,0,0,1
W07E11.1,0.000131561145211563,0.000326595840242499,0.000178840920310583,0.00096911700719407,0
W07E6.3,0,1,0,0,0
W09C3.4,0,0,0,0,1
W09C5.8,1,1,1,1,1
W10C8.5,0,0,0,0,0
Y105C5B.3,0,0,0,0,0
Y105E8A.20,0,0,1,1,0
Y105E8B.9,0,0,0,0,0
Y106G6E.4,0,0,0,0,0
Y10G11A.1,0.0189920415259207,0.0888002687983711,0.0878501111871692,0.00214261532468845,0.0357174960434448
Y17G7B.3,0,0,0,0,0
Y19D10A.16,0,0,0,0,0
Y37B11A.2,0,0,0,0,1
Y37B11A.3,0,0.0413964843706313,0.263899652405166,0,4.87631774366526e-05
Y37E3.11,0.000166908604025519,0.0279465681663298,0.00147521453020431,0,0.00205108357890952
Y38F2AR.12,0,0,0,0,0
Y39B6A.3,1,0,5.85147053877161e-07,0,8.06981207904243e-06
Y39G8B.1,2.33963948877535e-05,0.000989473819752909,0.000635002112860192,0,0.000417903283207917
Y39G8B.2,0,0,0,0,0
Y41D4A.6,0,0,0,0,0
Y43F4A.4,1,1,1,0.000272563819822152,0.00203912585711461
Y43F4B.5,0.00520685677487617,1,1,0.00246729049254417,0.0371316530535462
Y43F8B.19,0,0.00041867804463961,1,0,2.38844307852413e-05
Y44A6D.5,1,1,1,0.000272563818561875,1
Y45F10D.4,1,0,5.85147053877161e-07,0,8.06981207904243e-06
Y45G12B.3,0,0,0,0,2.99896133125896e-06
Y47D3A.29,0,0,0,0,1
Y47D9A.1,0.000616119432085668,0.0679513677323891,1,0.111520344255045,0.0638402146994691
Y47G6A.9,0,0,0,0,1
Y48A6B.9,0,0,0,0,0
Y48B6A.13,1,0,1,0,0
Y48E1B.3,0,0,0,0,0
Y48G10A.1,0,3.24834377681792e-05,0,0,3.54422744162733e-05
Y48G8AL.15,0.000707291957104154,1,1,0.115426985230988,1
Y49E10.4,0,3.08586232036315e-09,1,0,0
Y50E8A.6,0,0.00170170115299863,0.000208835255739178,0,0.000303444935652867
Y51A2D.13,0.000166908604024554,0.00428077775266799,0.00147521453020308,0,0.00205108357890483
Y51H1A.3,1,0.223631946304109,0.192760288301746,0.216368161511016,0.163691561727608
Y51H4A.7,0.000480222972242805,0,0.00364511955578294,3.62836977168793e-05,0.00965292176131552
Y51H7C.9,0,0,3.36307438654184e-05,0,0
Y52B11C.1,0,0,0,0,0
Y53F4B.3,0,0,0,0,1
Y53G8AL.2,1,0.223631946304109,0.192760288301746,0.216368161511016,0.163691561727608
Y53G8B.1,0.00120225258534397,0.0246442948042984,0.0403677800840297,0,1.19958453252102e-05
Y53G8B.2,0,0,0,0,0
Y54F10AM.5,1,0.223631946304109,0.192760288301746,0.216368161511016,0.163691561727608
Y56A3A.19,1,0.223631946304109,0.192760288301746,0.216368161511016,0.163691561727608
Y56A3A.36,0,0,1,0,0
Y57G11C.3,5.17840828607454e-07,0.162699196298933,0.0361144076197804,0,6.90100085578922e-05
Y62E10A.13,0,0.111112632776348,0.0613251265598068,1.86586700416743e-05,0.00948962755665551
Y63D3A.7,1,0.223631946304109,0.192760288301746,0.216368161511016,0.163691561727608
Y65B4A.8,0,1,0,0,0
Y66D12A.7,0,0,0,0,0
Y69A2AL.2,1,1,1,0.00171360961629222,0.0121496120024862
Y69A2AR.18,1,1,1,1,1
Y71F9B.9,0,0,0,0,0
Y71G12B.10,0.0117412609303778,0.0597155032051984,0.016209780910248,5.06470572016371e-06,2.17130815297112e-06
Y71H10B.1,0.0189920415259207,0.0888002687983711,0.0878501111871692,0.00214261532468845,0.0357174960434448
Y71H2AM.2,0,0,0,0,0
Y71H2AM.4,1,0.223631946304109,0.192760288301746,0.216368161511016,0.163691561727608
Y71H2AM.5,1,1,1,1,1
Y71H2AM.6,0,1,0,0,0
Y73B6BL.29,0,0,0,0,0
Y75B8A.24,0,1.37036506859e-09,0,0,0
Y76A2B.5,0,0,0,0,0
Y7A9A.1,0,0,0,0,0
Y82E9BR.3,1,1,1,1,1
Y94H6A.7,1.57337210702618e-06,0.00022739736168521,0.000339581447069606,0,0.00168388241034044
Y97E10AR.2,0,0,0,0,0
ZC155.4,0.0577563651894971,1,1,0.000646962172471813,0.0084615687460444
ZC262.5,1,1,1,1,1
ZC373.5,0,0,0,0,0
ZC395.10,0,0,0,0,0
ZC416.6,0,0,0,0,0
ZC434.8,0,0,0,0,0
ZC443.1,0,0,0,0,0
ZC513.5,0,0,1,0,0
ZC8.6,0,1.37036506859e-09,0,0,0
ZK1058.3,0.000123290105099848,0.00466028803895939,0.00827071924064341,0,0.00523219166921318
ZK370.4,7.07399516723305e-05,0.00107290567852231,0.000608836908889017,5.80065884956803e-05,0.000120075600109588
ZK563.7,0,0,0,0,0
ZK632.4,0,0,1,0,0
ZK643.2,0,0,0,0,0
ZK673.2,0,0,0.000978218283591787,0,0.0018909392667348
ZK792.1,1.57337210702618e-06,0.00022739736168521,0.000339581447069606,0,0.00168388241034044
ZK809.3,1,0.223631946304109,0.192760288301746,0.216368161511016,0.163691561727608
ZK892.4,0,0,0,0,0
ZK973.11,0,3.08586232036315e-09,1,0,0
aagr-1,0.000293269407055932,0.0100471406252381,0.0159027115625503,0,0.0110082062845734
aagr-2,0.000293269407055932,0.0100471406252381,0.0159027115625503,0,0.0110082062845734
aagr-3,0,0,1,0,0
aagr-4,0,0,1,0,0
aap-1,0,0,0,0,0
aars-1,0,0,0,0,0
aars-2,0,0,1,1,0
abhd-12,0.000246176679385696,0.00683444273474509,0.00426761126051736,0,0
acaa-2,1,1,1,0.00473789523957777,0.00373290298172257
acdh-1,1,1,1,0.00555414380265475,0.00471079942087068
acdh-10,1,0.0469121358158872,1,0.00383919730857748,3.38032141117002e-05
acdh-12,0.00404051178813145,0.00173769432350187,0.00224557003711117,0.00371742000369563,3.38032141024713e-05
acdh-2,1,1,1,0.00555414380265475,0.00471079942087202
acdh-3,0.0637799032795041,0.280535067858359,1,0.000272563819822634,0.00203912585711897
acdh-7,1,0.0469121358158872,1,0.00383919730857748,3.38032141117002e-05
acdh-8,1,0.0469121358158872,1,0.00383919730857748,3.38032141117002e-05
acdh-9,0.00373854427784274,0.021825947400164,0.0307175413380363,0,0
ace-1,0,0,0,0,0
ace-2,0,0,0,0,0
ace-4,0,0,0,0,0
acl-1,0,1,0,0,0
acl-11,0,1,0,0,0
acl-13,0,0.00109363908939905,0,0,0
acl-14,0,0.00109363908939905,0,0,0
acl-2,0,1,0,0,0
acl-4,0,1,0,0,0
acl-5,0,1,0,0,0
acl-6,0,1,0,0,0
acl-7,0,1,0,0,0
acl-8,0,1,0,0,0
acl-9,0,1,0,0,0
acly-1,0,0.0413964843706308,0.263899652405168,0,0
acly-2,0,0.0413964843706308,0.263899652405168,0,0
aco-1,0,0.000643886548501422,0.000148915752429836,0,0
aco-2,0.00590441970321417,0.00590082884794209,0.00912335108287633,0.00512781472086807,0.00206593417949499
acox-1.1,0.000740903935610633,1,0.0230353238067743,5.54648758716882e-05,2.17130815330672e-06
acox-1.2,2.16571214295968e-05,1,0.019653974903458,3.08679450536614e-06,2.17130814726596e-06
acox-1.3,2.16571214294761e-05,1,0.0196348120032775,3.08679874243468e-06,2.17130815196433e-06
acox-1.4,2.16848798518864e-05,1,0.0196348120032771,3.08679026468338e-06,2.17130815347452e-06
acox-1.5,2.16571214295968e-05,1,0.0196348118583503,3.0867933377327e-06,2.17130815297112e-06
acox-1.6,2.16571214295968e-05,1,0.0196348118583503,3.0867933377327e-06,2.17130815297112e-06
acox-3,2.33683020179917e-05,1,0.019634812003277,4.16102645839708e-06,2.17130815364232e-06
acp-1,0,0,0,0,3.59513166744039e-06
acp-2,1.57337210702618e-06,0.00022739736168521,0.000339581447069606,0,0.00168388241034044
acp-3,1.57337210702618e-06,0.00022739736168521,0.000339581447069606,0,0.00168388241034044
acp-7,1.57337210702618e-06,0.00022739736168521,0.000339581447069606,0,0.00168388241034044
acs-13,1,1,1,0.00383919730857748,3.38032141004577e-05
acs-14,0,0,0,0,0
acs-15,1,1,1,0.00383919730857748,3.38032141004577e-05
acs-17,1,1,1,0.00383919730857748,3.38032141004577e-05
acs-18,1,1,1,0.00383919730857748,3.38032141004577e-05
acs-19,0,1.37036449285625e-09,0,0,0
acs-2,1,1,1,0.00383919730857748,3.38032141004577e-05
acs-20,0,0,0,0,0
acs-22,0,0,0,0,0
acs-3,1,1,1,0.00383919730857748,3.38032141004577e-05
acs-4,1,1,1,0.00383919730857748,3.38032141004577e-05
acs-5,1,1,1,0.00383919730857748,3.38032141004577e-05
acs-6,0,0,0,0,0
acsd-1,2.51771094463581e-06,0,0.00271244306799505,0,0
acy-1,0,1.370367371525e-09,0,0,0
acy-2,0,1.370367371525e-09,0,0,0
acy-4,0,1.370367371525e-09,0,0,0
ads-1,0,1,0,0,0
adsl-1,0,0,0,0,1
adss-1,0,0,0,0,1
afmd-1,0.000110668197958026,0.00136168181652961,0.00593413225578864,0,0.0029936552063153
age-1,0,0,0,0,0
agl-1,0.00106744850349918,0.0220070011470383,0.0309657693810493,0.000213653732679239,0.0226244139662411
agmo-1,0,0,0,0,0
agxt-1,0.00190665137623786,0.0255153869721786,0.0257483290078385,0.00165287480805246,0.00760412601963114
ahcy-1,0,1,1,0,0
aldo-1,0.00358307472074307,0.0539013797789786,1,0,1
aldo-2,0.00358307472074307,0.0539013797789786,1,0,1
algn-1,0,0,1,0,0
algn-11,0,0,1,0,0
algn-13,0,0,1,0,0
algn-14,0,0,1,0,0
algn-2,0,0,1,0,0
algn-7,0,0,1,0,0
alh-1,0,0.0081498995459532,0.00882102159917707,0,0
alh-11,0,0.0247246161881727,0.000237014725129394,0,0
alh-12,0,0.0247246161881727,0.000237014725129394,0,0
alh-13,0,0,1,0,0
alh-2,0,0.0424001160798766,0.0137714753272586,0,0
alh-3,0,0,0,0,0
alh-4,0,0.0424001160798757,0.0137714753272588,0,0
alh-5,7.79879829615923e-06,0.000497649402810284,0.000346364788832519,0,0.000119235562270965
alh-6,0.00483140089164737,0.0168035105282434,0.0230248926175669,0.00143706744305421,0.0186724763324308
alh-7,0,0,0,0,0
alh-8,0.00718324489145174,0.0352681848628625,0.0438575935019591,0.000729281761377634,0.000499936530423549
alh-9,0.0050122008518073,0.0439005555479356,0.0524674328191004,0,0.00811864170436107
ama-1,0,0,0,0,1
aman-2,0,0,1,0,0
ampd-1,0.00085860980406348,0.000852547140500678,0.000320636400025853,0.00085668360680345,0
amx-2,0,0,0,0,0
anmt-1,0,0,0,0,0
anmt-3,0,0,0,0,0
ant-1.1,0.390806800816923,0.371700510719933,0.302309382968872,0.34906966326914,0.286006359813358
ant-1.2,0.390806800816923,0.371700510719933,0.302309382968872,0.34906966326914,0.286006359813358
ant-1.3,0.390806800816923,0.371700510719933,0.302309382968872,0.34906966326914,0.286006359813358
ant-1.4,0.390806800816923,0.371700510719933,0.302309382968872,0.34906966326914,0.286006359813358
apy-1,0,0,0,0,0
ard-1,0.00323907322794342,0.0240718628720962,0.0383572253328338,0.000272563818562477,0.00203912585712211
argk-1,0,0,0,0,0
art-1,0,1,0,0,0
asah-1,0,0,0,0,0
asah-2,0,0,0,0,0
asb-1,1,1,1,1,1
asb-2,1,1,1,1,1
asg-1,1,1,1,1,1
asg-2,1,1,1,1,1
asm-1,0,0,0,0,0
asm-2,0,0,0,0,0
asm-3,0,0,0,0,0
asns-1,0,0,0,0,0
asns-2,0,0,0,0,0
asp-1,1,1,1,1,1
asp-2,1,1,1,1,1
asp-3,1,1,1,1,1
asp-5,1,1,1,1,1
atgl-1,0.000704418149320734,0.0195988812035645,0.0124873947460382,0,0
ath-1,7.07399516723305e-05,0.00107290567852231,0.000608836908889017,5.80065884956803e-05,0.000120075600109588
atic-1,0.00104278493038081,0.00103593531926677,0.000320636402386565,0.00088276220498193,1
atp-2,1,1,1,1,1
atp-3,1,1,1,1,1
atp-5,1,1,1,1,1
atp-6,1,1,1,1,1
bas-1,0,0,0,0,0
bca-1,0.0170858988047802,0.13642480859853,1,1.57628964363461e-05,0.0182243370649433
bca-2,0.00295483997266163,0.0836973588373237,0.00374771963383047,0,0.0131221842001301
bcat-1,1,1,1,0.000272563818561875,1
bckd-1A,1,1,1,0.000272563819822152,0.00203912585711461
bckd-1B,1,1,1,0.000272563819822152,0.00203912585711461
bcmo-1,0,5.67094286094771e-05,6.1335431357871e-05,0,0
bcmo-2,0,0,0,0,0
bgal-1,4.86470495107502e-05,0.00220290508009143,0.00389080266053297,0,0.00264594196042887
bgal-2,0,0,0,0,0
bli-3,0,0,1,0,0
bli-4,0,3.08586232036315e-09,1,0,0
bpnt-1,0,0,0,0,0
bre-1,0,0,1,0,0
bre-4,0,0,0,0,0
bus-18,0,1,0,0,0
cah-1,0.00295483997266163,0.0836973588373237,0.00374771963383047,0,0.0131221842001301
cah-2,0.00295483997266163,0.0836973588373237,0.00374771963383047,0,0.0131221842001301
cah-3,0.00295483997266163,0.0836973588373237,0.00374771963383047,0,0.0131221842001301
cah-4,0.0170858988047802,0.13642480859853,1,1.57628964363461e-05,0.0182243370649433
